env_steps,mean_episode_reward
4096,20.8100
8192,26.5900
12288,41.0600
16384,57.5800
20480,77.5900
24576,94.1500
28672,120.3500
32768,144.3900
36864,165.6700
40960,178.4400
45056,198.6700
49152,218.3400
53248,219.8200
57344,229.4800
