env_steps,mean_episode_reward
2000,20.7065
4000,19.5000
6000,35.5900
8000,51.9000
10000,67.9500
12000,85.3600
14000,94.9400
16000,91.1000
18000,101.6100
20000,93.6800
22000,94.9900
24000,99.9400
26000,102.8600
28000,99.5600
30000,86.2900
32000,77.1300
34000,79.8200
36000,75.0500
38000,83.9300
40000,84.3000
42000,82.3600
44000,89.2300
46000,97.8100
48000,110.9200
50000,114.7300
52000,123.5600
54000,132.9100
56000,144.3900
58000,155.4200
60000,158.7400
